sentence,keyword
Where is the narrator headed to next when the form is handed in ?,['next']
What would happen if we went to the animal shelter ?,['if']
What may happen after waiting in the gymnasium ?,['after']
What may be the reason for needing an escalator usher ?,['for']
What will happen before the people go to sleep together again ?,['before']
What may be the reason for not forcing their father to go to Chicago ?,['for']
What may be Jocelyn 's arts and crafts passion ?,['and']
Where is the narrator going to go after the conversation ?,['after']
What iconic landmark might the narrator visit after they left the place they started that day ?,['after']
What may I do after cleaning out my closet and finding many unneeded items ?,"['after', 'and']"
Why is the writer so excited about this news regarding Lindsay and Samantha ?,['and']
What may be the reason for Lexi not being ready to give him up yet ?,['for']
What may be the reason for someone becoming a Christian ?,['for']
Why did Renee punch a fist in the air and shout happily ?,['and']
Why is the narrator grateful for their blog ?,['for']
What may be the reason for them not owning a house ?,['for']
What will happen to the narrator and this house ?,['and']
Why would the man be paying for something he has n't had to use ?,['for']
What may happen after being on a relaxing vacation ?,['after']
Why does the narrator feel bad for Brooke and her party ?,"['and', 'for']"
What was the reason for everyone being sitting around the coffee table ?,['for']
What may be the reason they had no time to go home and change ?,['and']
What might have happened for the author and Laura to be there taking care of neglected animal ?,"['and', 'for']"
What may be the reason for seeing the lightning ?,['for']
What may be the reason for her bringing her a challenge ?,['for']
What may happen after he is done recollecting what happened ?,['after']
What is the reason for my friend 's anger .,['for']
What happened before going to the church ?,['before']
What happened to the baby because of baptism ?,['because']
What might happen after talking with your mom ?,['after']
What may not happen if pay day is next Thursday instead ?,"['if', 'instead', 'next']"
What may happen if they changed their mind and decided to stay home ?,"['if', 'and']"
What may happen after walking around in a haze ?,['after']
What may have happened before this post ?,['before']
What may be the reason for the medical procedure ?,['for']
What may happen if a situation arises ?,['if']
What may have happened before getting kissed on my forehaed ?,['before']
Why were they late for check - in at the airport ?,['for']
What may happen after they miss their check - in ?,['after']
How do I fit in with everyone else ?,['else']
What may happen after eating a balanced diet ?,['after']
What might be true of how I feel about diary and artificial sweeteners ?,['and']
What will happen with the narrator and free sample ?,['and']
"What would be the reason for me to say : pffft , some rep ?",['for']
Why would I feel like asking if it had dairy in it ?,['if']
What may be the reason for trying to budget so tightly ?,['for']
What may happen after he walks up ?,['after']
What happened after they got in the car ?,['after']
What happened after the card expired ?,['after']
Why was the man crying so hard and acting erratic ?,['and']
Why has the speaker lost respect for him ?,['for']
What may happen before our time out to eat ?,['before']
