sentence,keyword
Laughing too much may cause the following harmful results EXCEPT  _  .,['except']
"We can infer from the passage that Pamela, Elizabeth and Alice   _  .",['and']
"Before Jackie Robinson, no African-American players could   _  .",['before']
Which of the following is NOT what he once did?,['once']
More and more people in Britain are buying organic food because   _  .,"['because', 'and']"
"What is the meaning of ""the organic trend"" as the words are used in the text?",['as']
What is the best title for this news story?,['for']
What is the writer going to do when someone asks him for direction?,['for']
Which of the following places is named after a person?,['after']
"According to the passage, if you are facing failure, you should  _  .",['if']
"After hearing his talk, the young man was puzzled because Edison told him   _  .","['because', 'after']"
The man didn't achieve his fame because   _  .,['because']
The man and Mr. Edison had a talk   _  .,['and']
"As for Ashima Shiraishi, we know   _  .","['as', 'for']"
Which of the following is NOT mentioned as benefit from enough sleep?,['as']
What will you benefit from the program if accepted?,['if']
What are you required to do to apply for the program?,['for']
"Mrs Smith has a baby of only three and she likes to make her home unique, so she may be interested in   _  .",['and']
What do we learn about Mollie Hunter as a young child?,['as']
40. The best title for this passage may be    _    .,['for']
"According to the passage, more and more parents in Britain prefer to send their children to   _  .",['and']
The writer wanted to hide in the mountain cave probably for the reason of  _  .,['for']
You will meet with a University Representative if you go there   _  .,['if']
The author writes the passage so that readers can   _  .,['so that']
"According to the author, it's difficult for many Americans to get visible firm abdominal muscles mainly because   _  .","['because', 'for']"
How long did it take Mei Lanfang to exercise his eyes into bright and expressive?,['and']
"If you go to the show by car, you have to get there   _  .",['if']
The man took care of the baby instead because his wife was  _  .,"['because', 'instead']"
"When the baby was crying, the father kept taking to  _  for relaxing.",['for']
"From the passage, we can infer that if you want to see the objects in the sky_.",['if']
"The author mentioned her ages of twenties, thirties, forties and fifty in order to show  _  .",['and']
It is hard to study the internal jaw structures of ancient sharks because  _  .,['because']
Experts are still not 100 percent sure that the two girls are fraternal twins because   _  .,"['because', 'still']"
Few airlines want to perform a total ban on their passengers using electronic devices because  _,['because']
"If you are interested in cooking, you can go to   _  .",['if']
"It can be inferred from the experiment of Wood, Lee and Perunovic that  _  .",['and']
"If you want to attend Show Biz Summer 2014,you should be aware that_.",['if']
There are many activities for you to choose on Sept. 17 EXCEPT   _  .,"['except', 'for']"
"If you want to study some medical knowledge, you can call   _  .",['if']
"If you want to learn how to educate your children, you should contact   _  .",['if']
Some colleges and schools ban selling bottled water in order to   _  .,['and']
More measures will be taken except   _              .,['except']
What will a company face if it violates environment laws?,['if']
The author considers high school the time for us to  _,['for']
Who should be responsible for the accident?----,['for']
Having a roommate of a different race can have the following benefits EXCEPT   _  .,['except']
Sam Boakye was determined to get good grades partly because   _  .,['because']
The upside-down scenes can be seen in the lakes because  _  .,['because']
"When Sandy and his colleagues conducted their research, they  _  .",['and']
"According to Sandy, people multitask because of their  _  .",['because']
The fumes from coal and oil may cause metal   _  .,['and']
"In larger cities, the fumes from coal and oil may contribute to   _  .",['and']
Green tea can help us in many aspects EXCEPT   _  .,['except']
Which of the following might be the best title for the text?   _  .,['for']
NASDAQ is also known as an over-the -counter market because it seems  _  .,"['because', 'as']"
Which group of words and phrases is NOT the fresh words for the dictionary of this   year?,"['and', 'for']"
People are willing to become a mystery shopper mainly because they can_.,['because']
What does the writer regard as the official date of the beginning of photography?,['as']
Aria's success as a model resulted from   _  .,['as']
